triple_id	subject	predicate	object	source_file	source_row
696	蜂窝移动通信网	采用	分组交换	互联网的组成	39
697	报文交换	已不使用	电报通信	互联网的组成	40
698	电路交换	允许	两个用户在通话时占用端到端的通信资源	互联网的组成	41
699	分组交换	通过	路由器之间的链路逐段占用通信资源	互联网的组成	42
700	互联网核心部分	由	高速链路构成的主干线路	互联网的组成	43
701	分组交换	提高了	通信线路的利用率	互联网的组成	44
702	分组交换	减少了	建立连接和释放连接的开销	互联网的组成	45
703	分组交换	使得	数据传输更加灵活和迅速	互联网的组成	46
704	分组交换	通过	路由器的缓存和转发表实现分组的存储和转发	互联网的组成	47
705	互联网协议	保证了	数据传输的高可靠性	互联网的组成	48
706	路由器	在	网络中承担分组交换的任务	互联网的组成	49
707	路由器	通过	转发表中的路由信息进行分组转发	互联网的组成	50
708	路由器	必须	经常交换路由信息以维护路由表	互联网的组成	51
709	电路交换	不适合	突发式数据通信	互联网的组成	52
710	分组交换	适合	计算机数据通信	互联网的组成	53
711	分组交换	可能导致	分组在路由器中排队时产生时延	互联网的组成	54
712	分组交换	可能	无法确保通信时端到端所需的带宽	互联网的组成	55
713	分组交换	需要	控制信息来包含地址和路由选择信息	互联网的组成	56
714	分组交换	通过	网状拓扑结构提高网络的可靠性	互联网的组成	57
715	电路交换	适用于	长时间连续通信的场景	互联网的组成	58
716	分组交换	适用于	需要灵活分配带宽的场景	互联网的组成	59
717	分组交换	使得	网络资源得到更有效的利用	互联网的组成	60
718	分组交换	通过	动态路由选择提高了网络的生存性	互联网的组成	61
719	互联网	由	边缘部分的主机和核心部分的路由器组成	互联网的组成	62
720	路由器	在	互联网核心部分中起到关键作用	互联网的组成	63
721	路由器	通过	分组交换实现数据的高效传输	互联网的组成	64
722	分组交换	使得	数据传输更加迅速和可靠	互联网的组成	65
723	分组交换	通过	路由器的缓存和转发提高传输效率	互联网的组成	66
724	分组交换	需要	路由器中的转发表来确定分组的转发路径	互联网的组成	67
725	分组交换	使得	网络中的资源得到动态分配	互联网的组成	68
726	分组交换	通过	路由器的缓存减少传输时延	互联网的组成	69
727	分组交换	使得	网络资源得到更合理的分配	互联网的组成	70
728	分组交换	通过	路由器的转发表实现路径选择	互联网的组成	71
729	分组交换	使得	网络中的带宽得到更高效的利用	互联网的组成	72
730	分组交换	通过	路由器的缓存和转发提高数据传输的灵活性	互联网的组成	73
731	分组交换	使得	网络中的通信更加迅速和可靠	互联网的组成	74
732	分组交换	通过	路由器的缓存和转发减少数据传输的时延	互联网的组成	75
733	分组交换	使得	网络中的资源得到更合理的利用	互联网的组成	76
734	分组交换	通过	路由器的转发表实现数据的快速转发	互联网的组成	77
735	分组交换	使得	网络中的带宽得到更高效的分配	互联网的组成	78
736	分组交换	通过	路由器的缓存减少数据传输的延迟	互联网的组成	79
737	动态主机配置协议DHCP	是	一种网络层控制层面的内容	互联网的路由选择协议	0
738	DHCP	提供	即插即用连网机制	互联网的路由选择协议	1
739	DHCP	允许	计算机加入新的网络和获取IP地址而不用手工参与	互联网的路由选择协议	2
740	DHCP	适用于	运行客户软件和服务器软件的计算机	互联网的路由选择协议	3
741	DHCP	给	运行服务器软件而位置固定的计算机指派一个永久地址	互联网的路由选择协议	4
742	DHCP	使用	客户服务器方式	互联网的路由选择协议	5
743	DHCP客户	发送	发现报文DHCPDISCOVER	互联网的路由选择协议	6
744	DHCP服务器	返回	提供报文DHCPOFFER	互联网的路由选择协议	7
745	DHCP中继代理	通常是一个	路由器	互联网的路由选择协议	8
746	DHCP服务器	分配给	DHCP客户临时的IP地址	互联网的路由选择协议	9
747	DHCP协议	称分配的IP地址使用时间为	租用期	互联网的路由选择协议	10
748	DHCP客户	设置	两个计时器T1和T2	互联网的路由选择协议	11
749	DHCP	允许	计算机动态获取网络配置	互联网的路由选择协议	12
750	DHCP	使得	网络配置自动化和集中管理	互联网的路由选择协议	13
751	DHCP	允许	计算机在租用期满后重新申请IP地址	互联网的路由选择协议	14
752	DHCP	允许	计算机提前终止服务器所提供的租用期	互联网的路由选择协议	15
753	多协议标签交换MPLS	是	一种新的协议	互联网的路由选择协议	16
754	MPLS	利用	面向连接技术	互联网的路由选择协议	17
755	MPLS	使	每个分组携带一个标签	互联网的路由选择协议	18
756	MPLS	采用	硬件技术对打上标签的IP数据报进行转发	互联网的路由选择协议	19
757	MPLS	支持	多种链路层协议	互联网的路由选择协议	20
758	MPLS	具有	支持面向连接的服务质量、支持流量工程、有效支持VPN等特点	互联网的路由选择协议	21
759	MPLS	通过	在入口处给每一个IP数据报打上固定长度的标签	互联网的路由选择协议	22
760	MPLS	使得	IP数据报转发过程大大加快	互联网的路由选择协议	23
761	MPLS域	由	支持MPLS技术的标签交换路由器LSR组成	互联网的路由选择协议	24
762	LSR	具有	标签交换和路由选择功能	互联网的路由选择协议	25
763	MPLS	使用	专门的标签分配协议LDP交换报文	互联网的路由选择协议	26
764	LDP	用于	找出和特定标签相对应的路径	互联网的路由选择协议	27
765	MPLS	将	属于同样FEC的IP数据报指派同样的标签	互联网的路由选择协议	28
766	FEC	是	转发等价类	互联网的路由选择协议	29
767	FEC	表示	路由器按照同样方式对待的IP数据报的集合	互联网的路由选择协议	30
768	MPLS	用于	负载均衡	互联网的路由选择协议	31
769	MPLS	通过	自定义的FEC更好地管理网络资源	互联网的路由选择协议	32
770	MPLS	需要	封装技术插入MPLS首部	互联网的路由选择协议	33
771	MPLS首部	处在	第二层和第三层之间	互联网的路由选择协议	34
772	MPLS	使用	以太网的类型字段设置为8847来标识MPLS帧	互联网的路由选择协议	35
773	MPLS首部	包括	标签值、实验、S位和TTL四个字段	互联网的路由选择协议	36
774	MPLS	允许	高达220个流的同时存在	互联网的路由选择协议	37
775	MPLS	通过	控制器分配SR标签	互联网的路由选择协议	38
776	SR	是	段路由选择协议	互联网的路由选择协议	39
777	SR	基于	标签交换	互联网的路由选择协议	40
778	SR	由	源节点指定路径	互联网的路由选择协议	41
779	SR	将路径转换成	有序的段列表	互联网的路由选择协议	42
780	SRv6	是	SR的IPv6演进版本	互联网的路由选择协议	43
781	SRv6	直接利用	IPv6字段作为标签寻址	互联网的路由选择协议	44
782	软件定义网络SDN	由	斯坦福大学N. McKeown于2009年首先提出	互联网的路由选择协议	45
783	SDN	是一个	体系结构	互联网的路由选择协议	46
784	SDN	把	网络的控制层面和数据层面分离	互联网的路由选择协议	47
785	OpenFlow	是	SDN体系结构中控制层面和数据层面之间的通信接口	互联网的路由选择协议	48
786	OpenFlow	使得	控制层面的控制器可以对数据层面中的物理设备或虚拟设备进行直接访问和操纵	互联网的路由选择协议	49
787	SDN	使得	网络运行更加稳定和管理更加高效简化	互联网的路由选择协议	50
788	SDN	可以	提高网络带宽利用率	互联网的路由选择协议	51
789	SDN	可以	降低运行费用	互联网的路由选择协议	52
790	OpenFlow	是一个	得到高度认可的标准	互联网的路由选择协议	53
791	MPLS	支持	虚拟专用网VPN	互联网的路由选择协议	54
792	MPLS	通过	显式路由选择确定进入MPLS域后的转发路径	互联网的路由选择协议	55
793	MPLS	使得	IP数据报转发过程加快	互联网的路由选择协议	56
794	MPLS	使用	标签交换路径LSP	互联网的路由选择协议	57
795	MPLS	通过	入口节点给IP数据报打上标签	互联网的路由选择协议	58
796	MPLS	在	出口节点去除MPLS标签	互联网的路由选择协议	59
797	MPLS	允许	网络管理员自定义FEC	互联网的路由选择协议	60
798	MPLS	通过	流量工程实现网络负载均衡	互联网的路由选择协议	61
799	MPLS	使用	标签栈	互联网的路由选择协议	62
800	MPLS	使用	生存时间TTL防止分组在MPLS域中兜圈子	互联网的路由选择协议	63
801	新一代MPLS	需要	资源预留协议RSVP	互联网的路由选择协议	64
802	RSVP	不支持	等价多路径路由选择ECMP	互联网的路由选择协议	65
803	SR	简化了	设备运行的协议数量	互联网的路由选择协议	66
804	SR	由	源节点为发送的报文指定路径	互联网的路由选择协议	67
805	SDN	通过	控制器分配SR标签	互联网的路由选择协议	68
806	SDN	使得	网络控制更加集中	互联网的路由选择协议	69
807	音频/视频文件	使用协议下载	RTP	交互式音频	0
808	媒体播放器	可以	暂停和继续播放	交互式音频	1
809	RTSP客户端	可以发送	TEARDOWN报文断开连接	交互式音频	2
810	媒体服务器的RTSP服务器	发送	RESPONSE报文	交互式音频	3
811	IP电话	是	在互联网上传送多媒体信息的一个例子	交互式音频	4
812	IP电话	有	狭义和广义两种解释	交互式音频	5
813	IP电话网关	是	公用电话网与IP网络的接口设备	交互式音频	6
814	IP电话网关	进行	电话信令的转换	交互式音频	7
815	IP电话网关	进行	话音编码的转换	交互式音频	8
816	IP电话	受	端到端的时延和时延抖动影响	交互式音频	9
817	IP电话	受	话音分组的丢失率影响	交互式音频	10
818	IP电话	需要	统一的国际标准的话音编码	交互式音频	11
819	ITU-T	制定	G.729和G.723.1标准	交互式音频	12
820	G.729	是	8 kbit/s的共辅结构代数码激励线性预测声码器	交互式音频	13
821	G.723.1	是	5.3/6.3 kbit/s的线性预测编码声码器	交互式音频	14
822	Skype	使用	iLBC互联网低比特率编解码器	交互式音频	15
823	Skype	支持	两种帧长	交互式音频	16
824	Skype	采用	P2P技术和全球索引技术	交互式音频	17
825	Skype	采用	端对端的加密方式	交互式音频	18
826	Skype	对	公共目录中存储的数据采用数字签名	交互式音频	19
827	RTP	提供	端到端的运输但不保证服务质量	交互式音频	20
828	RTP分组	包含	RTP数据和控制信息	交互式音频	21
829	RTCP	提供	服务质量的监视与反馈	交互式音频	22
830	RTCP	提供	媒体间的同步	交互式音频	23
831	RTCP	提供	多播组成员的标志	交互式音频	24
832	H.323	是	ITU-T制定的在局域网上传送话音信息的建议书	交互式音频	25
833	H.323	包括	系统和构件的描述、呼叫模型的描述、呼叫信令过程等	交互式音频	26
834	H.323终端	可以是	PC或运行H.323程序的单个设备	交互式音频	27
835	H.323网关	连接	两种不同的网络	交互式音频	28
836	H.323网闸	提供	地址转换、授权、带宽管理和计费功能	交互式音频	29
837	H.323 MCU	支持	三个或更多的H.323终端的音频或视频会议	交互式音频	30
838	SIP	是	会话发起协议	交互式音频	31
839	SIP	使用	文本方式的客户－服务器协议	交互式音频	32
840	SIP系统	包括	用户代理和网络服务器	交互式音频	33
841	SIP用户代理	包括	用户代理客户和用户代理服务器	交互式音频	34
842	SIP网络服务器	分为	代理服务器和重定向服务器	交互式音频	35
843	SIP	使用	灵活的地址格式	交互式音频	36
844	SIP	基于	报文的协议	交互式音频	37
845	SIP会话	包括	建立会话、通信和终止会话三个阶段	交互式音频	38
846	SIP	使用	跟踪用户机制	交互式音频	39
847	SIP	定义	登记器	交互式音频	40
848	SDP	是	会话描述协议	交互式音频	41
849	服务质量QoS	是	服务性能的总效果	交互式音频	42
850	服务质量QoS	决定	用户对服务的满意程度	交互式音频	43
851	服务质量QoS	可用	基本性能指标描述	交互式音频	44
852	互联网	提供	尽最大努力交付的服务	交互式音频	45
853	互联网	需要	一定的服务质量以传送多媒体信息	交互式音频	46
854	Skype	占据	国际长途电话市场份额的40%	交互式音频	47
855	Skype	推出时间	2003年8月	交互式音频	48
856	Skype	用户增长速度	每天超过15万用户	交互式音频	49
857	RTP	封装	多媒体数据块	交互式音频	50
858	RTCP	提供	服务质量监视与反馈	交互式音频	51
859	H.323	包括	音频编解码器、视频编解码器、呼叫信令等	交互式音频	53
860	H.323	支持	点对点或一点对多点的多媒体通信	交互式音频	54
861	SIP	使用	KISS原则	交互式音频	55
862	SIP	以	互联网为基础	交互式音频	56
863	SIP	视为	IP电话为互联网上的新应用	交互式音频	57
864	SIP	涉及	信令和服务质量问题	交互式音频	58
865	SIP	不强制使用	特定的编解码器	交互式音频	59
866	SIP	不强制使用	RTP协议	交互式音频	60
867	SIP	使用	文本方式的客户-服务器协议	交互式音频	61
868	SIP	具有	更好的可扩缩性	交互式音频	62
869	SIP	定义	用户代理和网络服务器	交互式音频	63
870	SIP	包含	用户代理客户和用户代理服务器	交互式音频	64
871	SIP	包含	代理服务器和重定向服务器	交互式音频	65
872	TCP	是	TCP/IP体系中非常复杂的一个协议	传输控制协议TCP概述 	0
873	TCP	是	面向连接的运输层协议	传输控制协议TCP概述 	1
874	TCP连接	必须	先建立	传输控制协议TCP概述 	2
875	TCP连接	必须	释放	传输控制协议TCP概述 	3
876	TCP连接	是	点对点的	传输控制协议TCP概述 	4
877	TCP	提供	可靠交付的服务	传输控制协议TCP概述 	5
878	TCP	提供	全双工通信	传输控制协议TCP概述 	6
879	TCP	是	面向字节流	传输控制协议TCP概述 	7
880	TCP连接	像	一条管道	传输控制协议TCP概述 	8
881	TCP报文段	包含	上千个字节	传输控制协议TCP概述 	9
882	TCP连接	是	虚连接	传输控制协议TCP概述 	10
883	TCP	不关心	报文发送长度	传输控制协议TCP概述 	11
884	TCP	根据	窗口值和网络拥塞程度决定报文段长度	传输控制协议TCP概述 	12
885	TCP	可以	划分数据块	传输控制协议TCP概述 	13
886	TCP	可以	等待积累足够多的字节后再发送	传输控制协议TCP概述 	14
887	TCP连接	由	套接字对确定	传输控制协议TCP概述 	15
888	套接字	定义为	端口号拼接到IP地址	传输控制协议TCP概述 	16
889	套接字	表示为	IP地址后写上端口号	传输控制协议TCP概述 	17
890	TCP连接	是	两个套接字之间的连接	传输控制协议TCP概述 	18
891	IP地址	可以	有多个不同的TCP连接	传输控制协议TCP概述 	19
892	端口号	可以	出现在多个不同的TCP连接中	传输控制协议TCP概述 	20
893	套接字	有时表示为	插座	传输控制协议TCP概述 	21
894	TCP连接	像	电缆线	传输控制协议TCP概述 	22
895	套接字	有时表示为	软件名词	传输控制协议TCP概述 	23
896	socket	表示	多种不同的意思	传输控制协议TCP概述 	24
897	IP层	提供	尽最大努力服务	传输控制协议TCP概述 	25
898	TCP	必须	采取措施实现可靠传输	传输控制协议TCP概述 	26
899	理想传输条件	包括	传输信道不产生差错	传输控制协议TCP概述 	27
900	理想传输条件	包括	接收方来得及处理数据	传输控制协议TCP概述 	28
901	可靠传输协议	可以	实现可靠传输	传输控制协议TCP概述 	29
902	停止等待协议	是	每发送完一个分组就停止发送	传输控制协议TCP概述 	30
903	停止等待协议	需要	等待对方确认	传输控制协议TCP概述 	31
904	停止等待协议	在	收到确认后再发送下一个分组	传输控制协议TCP概述 	32
905	停止等待协议	适用于	全双工通信	传输控制协议TCP概述 	33
906	分组	称为	传送的数据单元	传输控制协议TCP概述 	34
907	TCP	使用	可靠传输协议	传输控制协议TCP概述 	35
908	TCP	允许	通信双方的应用进程在任何时候都能发送数据	传输控制协议TCP概述 	36
909	TCP	允许	应用程序在把数据传送给TCP的缓存后就可以做自己的事	传输控制协议TCP概述 	37
910	TCP	允许	上层的应用进程在合适的时候读取缓存中的数据	传输控制协议TCP概述 	38
911	TCP	把	应用程序交下来的数据看成是一连串的无结构的字节流	传输控制协议TCP概述 	39
912	TCP	不保证	接收方应用程序所收到的数据块和发送方应用程序所发出的数据块具有对应大小的关系	传输控制协议TCP概述 	40
913	接收方应用程序	必须	有能力识别收到的字节流	传输控制协议TCP概述 	41
914	TCP	必须	传送数据无差错、不丢失、不重复，并且按序到达	传输控制协议TCP概述 	42
915	TCP	允许	接收方的TCP可能只用了4个数据块就把收到的字节流交付上层的应用程序	传输控制协议TCP概述 	44
916	TCP	允许	发送方应用程序交给发送方的TCP共10个数据块	传输控制协议TCP概述 	45
917	TCP	允许	接收方应用程序收到的字节流必须和发送方应用程序发出的字节流完全一样	传输控制协议TCP概述 	46
918	套接字	有时表示为	应用程序访问连网协议的应用编程接口API	传输控制协议TCP概述 	47
919	socket	有时表示为	socketAPI中使用的一个函数名	传输控制协议TCP概述 	48
920	socket	有时表示为	调用socket函数的端点	传输控制协议TCP概述 	49
921	socket	有时表示为	调用socket函数时的返回值	传输控制协议TCP概述 	50
922	socket	有时表示为	操作系统内核中连网协议的Berkeley实现	传输控制协议TCP概述 	51
923	局域网	使用的是	广播信道	使用广播信道的数据链路层	0
924	局域网	发展于	20世纪70年代末	使用广播信道的数据链路层	1
925	局域网	特点包括	网络为一个单位所拥有	使用广播信道的数据链路层	2
926	局域网	特点包括	地理范围和站点数目有限	使用广播信道的数据链路层	3
927	局域网	特点包括	具有广播功能	使用广播信道的数据链路层	4
928	局域网	特点包括	便于系统的扩展和逐渐地演变	使用广播信道的数据链路层	5
929	局域网	特点包括	提高了系统的可靠性、可用性和生存性	使用广播信道的数据链路层	6
930	局域网	可按	网络拓扑进行分类	使用广播信道的数据链路层	7
931	局域网拓扑	包括	星形网	使用广播信道的数据链路层	8
932	局域网拓扑	包括	环形网	使用广播信道的数据链路层	9
933	局域网拓扑	包括	总线网	使用广播信道的数据链路层	10
934	总线网	特点为	各站直接连接在总线上	使用广播信道的数据链路层	11
935	以太网	发展为	星形网	使用广播信道的数据链路层	12
936	以太网	速率为	1 Gbit/s	使用广播信道的数据链路层	13
937	以太网	速率为	10 Gbit/s	使用广播信道的数据链路层	14
938	以太网	速率为	100 Gbit/s	使用广播信道的数据链路层	15
939	局域网	可使用	多种传输媒体	使用广播信道的数据链路层	16
940	局域网	主流传输媒体为	双绞线	使用广播信道的数据链路层	17
941	双绞线	可用于	从10 Mbit/s至10 Gbit/s的局域网	使用广播信道的数据链路层	18
942	局域网	工作层次跨越	数据链路层和物理层	使用广播信道的数据链路层	19
943	共享信道	考虑问题为	如何使众多用户能够合理而方便地共享通信媒体资源	使用广播信道的数据链路层	20
944	共享信道	解决方法包括	静态划分信道	使用广播信道的数据链路层	21
945	共享信道	解决方法包括	动态媒体接入控制	使用广播信道的数据链路层	22
946	动态媒体接入控制	又称为	多点接入	使用广播信道的数据链路层	23
947	多点接入	特点为	信道并非在用户通信时固定分配给用户	使用广播信道的数据链路层	24
948	多点接入	分为	随机接入	使用广播信道的数据链路层	25
949	多点接入	分为	受控接入	使用广播信道的数据链路层	26
950	随机接入	特点是	所有的用户可随机地发送信息	使用广播信道的数据链路层	27
951	受控接入	特点是	用户不能随机地发送信息而必须服从一定的控制	使用广播信道的数据链路层	28
952	以太网	主要标准为	DIX Ethernet V2	使用广播信道的数据链路层	29
953	以太网	主要标准为	IEEE 802.3	使用广播信道的数据链路层	30
954	适配器	作用为	计算机与外界局域网的连接	使用广播信道的数据链路层	31
955	适配器	又称为	网络接口卡NIC	使用广播信道的数据链路层	32
956	适配器	功能包括	进行数据串行传输和并行传输的转换	使用广播信道的数据链路层	33
957	适配器	功能包括	实现以太网协议	使用广播信道的数据链路层	34
958	适配器	功能包括	不使用计算机的CPU接收和发送各种帧	使用广播信道的数据链路层	35
959	CSMA/CD协议	意思是	载波监听多点接入／碰撞检测	使用广播信道的数据链路层	36
960	CSMA/CD协议	实质为	载波监听和碰撞检测	使用广播信道的数据链路层	37
961	以太网	使用	曼彻斯特编码的信号	使用广播信道的数据链路层	38
962	曼彻斯特编码	特点为	保证了在每一个比特的正中间出现一次电压的转换	使用广播信道的数据链路层	39
963	以太网	规定	最短帧长64字节	使用广播信道的数据链路层	40
964	以太网	规定	帧间最小间隔为9.6 µs	使用广播信道的数据链路层	41
965	集线器	工作在	物理层	使用广播信道的数据链路层	42
966	集线器	特点为	简单地转发比特	使用广播信道的数据链路层	43
967	集线器	特点为	不进行碰撞检测	使用广播信道的数据链路层	44
968	以太网	信道利用率	受碰撞影响	使用广播信道的数据链路层	45
969	以太网	参数包括	单程端到端时延	使用广播信道的数据链路层	46
970	以太网	参数包括	帧的发送时间	使用广播信道的数据链路层	47
971	MAC层	硬件地址又称为	物理地址	使用广播信道的数据链路层	48
972	MAC地址	规定为	48位	使用广播信道的数据链路层	49
973	MAC地址	由IEEE 802标准规定		使用广播信道的数据链路层	50
974	MAC地址	固化在	适配器的ROM中	使用广播信道的数据链路层	51
975	适配器	地址字段可采用	6字节或2字节	使用广播信道的数据链路层	52
976	MAC地址	由IEEE的注册管理机构RA负责分配	前三个字节	使用广播信道的数据链路层	53
977	MAC地址	由厂家自行指派	后三个字节	使用广播信道的数据链路层	54
978	MAC地址	第一字节的最低有效位为	I/G位	使用广播信道的数据链路层	55
979	I/G位	表示	Individual/Group	使用广播信道的数据链路层	56
980	MAC地址	第一字节的最低第二位为	G/L位	使用广播信道的数据链路层	57
981	G/L位	表示	Global/Local	使用广播信道的数据链路层	58
982	适配器	可设置为	混杂方式	使用广播信道的数据链路层	59
983	混杂方式	允许适配器接收	所有在以太网上传输的帧	使用广播信道的数据链路层	60
984	MAC帧	由	五个字段组成	使用广播信道的数据链路层	61
985	以太网V2的MAC帧	使用	曼彻斯特编码	使用广播信道的数据链路层	62
986	曼彻斯特编码	特点为	每个码元的正中间一定有一次电压转换	使用广播信道的数据链路层	63
987	MAC帧	首部没有	帧长度字段	使用广播信道的数据链路层	64
988	MAC帧	长度在	46到1500字节之间	使用广播信道的数据链路层	65
989	MAC帧	检验序列为	FCS	使用广播信道的数据链路层	66
990	FCS	使用	CRC检验	使用广播信道的数据链路层	67
991	IEEE 802.3标准	规定	MAC帧格式	使用广播信道的数据链路层	68
992	IEEE 802.3标准	规定	无效的MAC帧条件	使用广播信道的数据链路层	69
993	以太网	传送数据时	以帧为单位	使用广播信道的数据链路层	70
994	以太网	在帧之间必须有	一定的间隙	使用广播信道的数据链路层	71
995	以太网	不需要	帧结束定界符	使用广播信道的数据链路层	72
996	以太网	不需要	字节插入来保证透明传输	使用广播信道的数据链路层	73
997	IEEE 802.3标准	包括	8字节的前同步码和帧开始定界符	使用广播信道的数据链路层	74
998	前同步码	作用为	使接收端适配器迅速实现位同步	使用广播信道的数据链路层	75
999	帧开始定界符	定义为	10 10 10 11	使用广播信道的数据链路层	76
1000	IEEE 802.3标准	规定的MAC帧格式与以太网V2的区别包括	长度／类型字段	使用广播信道的数据链路层	77
1001	长度／类型字段	表示	当值大于0x0600时表示类型	使用广播信道的数据链路层	78
1002	长度／类型字段	表示	当值小于0x0600时表示长度	使用广播信道的数据链路层	79
1003	以太网	扩展包括	在物理层扩展	使用广播信道的数据链路层	80
1004	以太网	扩展包括	在数据链路层扩展	使用广播信道的数据链路层	81
1005	信道复用技术	是	通信技术中的基本概念	信道复用技术	0
1006	计算机网络中的信道	广泛地使用	各种复用技术	信道复用技术	1
1007	复用技术	允许	多个用户共享信道资源	信道复用技术	2
1008	频分复用FDM	基于	调制方法	信道复用技术	3
1009	时分复用TDM	将时间划分为	一段段等长的时分复用帧	信道复用技术	4
1010	时分复用TDM信号	称为	等时信号	信道复用技术	5
1011	频分复用	让	多个用户各使用一个频带	信道复用技术	6
1012	时分复用	让	多个用户轮流使用时隙	信道复用技术	7
1013	频分多址接入FDMA	称为	频分多址	信道复用技术	8
1014	时分多址接入TDMA	称为	时分多址	信道复用技术	9
1015	时分复用系统	传送	计算机数据	信道复用技术	10
1016	时分复用系统	可能导致	线路资源的浪费	信道复用技术	11
1017	统计时分复用STDM	是	改进的时分复用	信道复用技术	12
1018	统计时分复用	能	明显提高信道的利用率	信道复用技术	13
1019	统计时分复用	使用	STDM帧来传送复用的数据	信道复用技术	14
1020	波分复用WDM	是	光的频分复用	信道复用技术	15
1021	波分复用	使	光纤的传输能力成倍提高	信道复用技术	16
1022	密集波分复用DWDM	使	光纤上复用的光载波信号的路数越来越多	信道复用技术	17
1023	扩频通信	是	CDMA系统的一种	信道复用技术	18
1024	直接序列扩频DSSS	是	扩频通信的一类	信道复用技术	19
1025	跳频扩频FHSS	是	扩频通信的另一类	信道复用技术	20
1026	CDMA系统	给每个站分配	唯一的码片序列	信道复用技术	21
1027	码片序列	必须	互相正交	信道复用技术	22
1028	码片序列	是	伪随机码序列	信道复用技术	23
1029	数字传输系统	采用	时分复用PCM	信道复用技术	24
1030	长途干线	大都采用	数字传输方式	信道复用技术	25
1031	模拟线路	基本上只剩下	从用户电话机到市话交换机之间的这一段	信道复用技术	26
1032	时分复用帧	在	时分复用系统中周期性出现	信道复用技术	27
1033	时分复用	可能导致	子信道利用率不高	信道复用技术	28
1034	统计时分复用	按需动态地分配	时隙	信道复用技术	29
1035	波分复用	使用	一根光纤同时传输多个光载波信号	信道复用技术	30
1036	波分复用	通过	改变光载波的波长实现	信道复用技术	31
1037	密集波分复用	在一根光纤上复用	几十路或更多路数的光载波信号	信道复用技术	32
1038	扩频通信	提高	信号的抗干扰能力	信道复用技术	33
1039	码片序列	用于	CDMA系统中的信号扩展	信道复用技术	34
1040	码片序列的正交性	确保	信号的有效接收	信道复用技术	35
1041	数字传输系统	替代	模拟传输方式	信道复用技术	36
1042	时分复用	适用于	数字信号的传输	信道复用技术	37
1043	时分复用帧长度	在	时分复用系统中保持不变	信道复用技术	38
1044	时分复用	可能导致	线路资源浪费	信道复用技术	39
1045	统计时分复用	通过	集中器实现	信道复用技术	40
1046	波分复用	提高	光纤传输能力	信道复用技术	41
1047	扩频通信	分为	直接序列扩频和跳频扩频	信道复用技术	42
1048	码片序列	用于	CDMA系统中的信号识别	信道复用技术	43
1049	数字传输系统	在	长途干线上采用	信道复用技术	44
1050	时分复用	适用于	计算机数据传输	信道复用技术	45
1051	统计时分复用	提高	线路利用率	信道复用技术	46
1052	波分复用	使用	光复用器和光分用器	信道复用技术	47
1053	扩频通信	允许	多个信号在同一信道上传输	信道复用技术	48
1054	码片序列	必须	各不相容	信道复用技术	49
1055	数字传输系统	提供	高质量的传输	信道复用技术	50
1056	协议软件	需要	协议参数化	动态主机配置协议DHCP	0
1057	协议参数化	使得	同一经过编译的二进制代码可在多台计算机上使用	动态主机配置协议DHCP	1
1058	协议软件	需要	协议配置	动态主机配置协议DHCP	2
1059	协议配置	包括	IP地址、子网掩码、默认路由器的IP地址、域名服务器的IP地址	动态主机配置协议DHCP	3
1060	IP地址	包括	主机号和网络号	动态主机配置协议DHCP	4
1061	动态主机配置协议DHCP	提供	即插即用连网机制	动态主机配置协议DHCP	5
1062	DHCP	允许	计算机加入新网络和获取IP地址而不用手工参与	动态主机配置协议DHCP	6
1063	DHCP服务器	给	运行服务器软件而位置固定的计算机指派一个永久地址	动态主机配置协议DHCP	8
1064	DHCP中继代理	配置了	DHCP服务器的IP地址信息	动态主机配置协议DHCP	13
1065	DHCP客户	可以在	租用期范围内使用分配到的IP地址	动态主机配置协议DHCP	16
1066	DHCP客户	发送	请求报文DHCPREQUEST	动态主机配置协议DHCP	18
1067	DHCP服务器	发送	确认报文DHCPACK	动态主机配置协议DHCP	19
1068	DHCP客户	进入	已绑定状态	动态主机配置协议DHCP	20
1069	DHCP客户	可以随时提前终止	服务器所提供的租用期	动态主机配置协议DHCP	21
1070	DHCP	适合	经常移动位置的计算机	动态主机配置协议DHCP	22
1071	DHCP	允许	计算机使用Windows操作系统时自动获得IP地址	动态主机配置协议DHCP	23
1072	DHCP服务器	若同意	则发回确认报文DHCPACK	动态主机配置协议DHCP	24
1073	DHCP服务器	若不同意	则发回否认报文DHCPNACK	动态主机配置协议DHCP	25
1074	DHCP客户	必须	立即停止使用原来的IP地址	动态主机配置协议DHCP	26
1075	DHCP客户	需要	重新申请IP地址	动态主机配置协议DHCP	27
1076	DHCP服务器	不响应	则DHCP客户必须重新发送请求报文DHCPREQUEST	动态主机配置协议DHCP	28
1077	DHCP客户	发送	释放报文DHCPRELEASE	动态主机配置协议DHCP	29
1078	DHCP	使得	计算机易于配置和管理	动态主机配置协议DHCP	30
1079	DHCP	允许	网络管理员轻松管理网络中的主机	动态主机配置协议DHCP	31
1080	DHCP服务器	提供	网络中的主机IP地址分配和管理	动态主机配置协议DHCP	32
1081	DHCP客户	接收	来自DHCP服务器的IP地址分配	动态主机配置协议DHCP	33
1082	DHCP	定义了	一系列DHCP消息类型	动态主机配置协议DHCP	34
1083	DHCP	使用	UDP端口68和67	动态主机配置协议DHCP	35
1084	DHCP中继代理	转发	DHCP发现报文	动态主机配置协议DHCP	36
1085	DHCP服务器	返回	提供报文包含租用期信息	动态主机配置协议DHCP	37
